domain	phylum	class	order	family	genus	otu.id
OTU_1834	d:Bacteria	NA	NA	NA	NA	NA	OTU_1834
OTU_1838	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1838
OTU_1840	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1840
OTU_1842	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Rathayibacter	OTU_1842
OTU_1846	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_1846
OTU_1860	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Arthrobacter	OTU_1860
OTU_1861	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Myxococcaceae	g:Myxococcus	OTU_1861
OTU_1862	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_1862
OTU_1869	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Oceanospirillales	f:Oceanospirillaceae	g:Marinomonas	OTU_1869
OTU_1871	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1871
OTU_1880	NA	NA	NA	NA	NA	NA	OTU_1880
OTU_1882	NA	NA	NA	NA	NA	NA	OTU_1882
OTU_1885	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1885
OTU_1888	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Bifidobacteriales	f:Bifidobacteriaceae	g:Bifidobacterium	OTU_1888
OTU_1889	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_1889
OTU_1903	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1903
OTU_1906	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Flavisolibacter	OTU_1906
OTU_1910	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	NA	NA	OTU_1910
OTU_1917	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_1917
OTU_1930	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Peptostreptococcaceae	NA	OTU_1930
OTU_1935	NA	NA	NA	NA	NA	NA	OTU_1935
OTU_1937	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	f:Thermomonosporaceae	g:Actinoallomurus	OTU_1937
OTU_1944	d:Bacteria	NA	NA	NA	NA	NA	OTU_1944
OTU_1946	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_1946
OTU_1950	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1950
OTU_1953	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Chryseobacterium	OTU_1953
OTU_1954	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1954
OTU_1965	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	g:Acidibacter	NA	OTU_1965
OTU_1970	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1970
OTU_1975	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_1975
OTU_1979	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinoplanes	OTU_1979
OTU_1987	d:Bacteria	NA	NA	NA	NA	NA	OTU_1987
OTU_1994	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_1994
OTU_1996	NA	NA	NA	NA	NA	NA	OTU_1996
OTU_1997	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_1997
OTU_2000	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Gp1	NA	NA	OTU_2000
OTU_2003	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	NA	NA	NA	OTU_2003
OTU_2004	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2004
OTU_2011	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Gemmataceae	NA	OTU_2011
OTU_2013	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	NA	NA	OTU_2013
OTU_2014	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	NA	NA	NA	OTU_2014
OTU_2016	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_2016
OTU_2034	d:Bacteria	NA	NA	NA	NA	NA	OTU_2034
OTU_2041	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_2041
OTU_2045	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Gp1	NA	NA	OTU_2045
OTU_2046	d:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Apibacter	OTU_2046
OTU_2051	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_2051
OTU_2055	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_2055
OTU_2058	d:Archaea	p:Thaumarchaeota	o:Nitrososphaerales	f:Nitrososphaeraceae	g:Nitrososphaera	NA	OTU_2058
OTU_2059	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_2059
OTU_2063	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2063
OTU_2079	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	NA	NA	OTU_2079
OTU_2081	d:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Clostridiaceae_1	g:Clostridium_sensu_stricto	OTU_2081
OTU_2089	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2089
OTU_2108	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	NA	OTU_2108
OTU_2110	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2110
OTU_2123	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Agrococcus	OTU_2123
OTU_2138	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Planococcaceae	NA	OTU_2138
OTU_2141	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_2141
OTU_2142	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Sinomonas	OTU_2142
OTU_2144	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2144
OTU_2149	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2149
OTU_2159	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Actinoplanes	OTU_2159
OTU_2161	d:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_2161
OTU_2163	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Isosphaeraceae	NA	OTU_2163
OTU_2175	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2175
OTU_2182	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_2182
OTU_2183	d:Bacteria	NA	NA	NA	NA	NA	OTU_2183
OTU_2188	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_2188
OTU_2199	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Isosphaeraceae	NA	OTU_2199
OTU_2207	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Fibrella	OTU_2207
OTU_2210	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Taibaiella	OTU_2210
OTU_2211	d:Bacteria	NA	NA	NA	NA	NA	OTU_2211
OTU_2213	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	NA	OTU_2213
OTU_2227	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Hyphomicrobiaceae	g:Hyphomicrobium	OTU_2227
OTU_2228	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	NA	OTU_2228
OTU_2231	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	NA	NA	NA	OTU_2231
OTU_2237	d:Bacteria	NA	NA	NA	NA	NA	OTU_2237
OTU_2238	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Isosphaeraceae	NA	OTU_2238
OTU_2247	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_2247
OTU_2248	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_2248
OTU_2261	d:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	NA	NA	OTU_2261
OTU_2265	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp16	g:Gp16	NA	NA	OTU_2265
OTU_2267	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	NA	NA	OTU_2267
OTU_2270	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	g:Acidibacter	NA	OTU_2270
OTU_2278	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_2278
OTU_2279	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_2279
OTU_2281	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	f:Erwiniaceae	g:Pantoea	OTU_2281
OTU_2284	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Isosphaeraceae	NA	OTU_2284
OTU_2294	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp3	g:Gp3	NA	NA	OTU_2294
OTU_2295	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_2295
OTU_2309	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2309
OTU_2312	d:Bacteria	NA	NA	NA	NA	NA	OTU_2312
OTU_2314	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Cellulomonadaceae	g:Cellulomonas	OTU_2314
OTU_2325	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Nevskiales	f:Nevskiaceae	g:Nevskia	OTU_2325
OTU_2332	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2332
OTU_2338	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_2338
OTU_2343	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_2343
OTU_2344	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_2344
OTU_2347	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_2347
OTU_2354	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Promicromonosporaceae	g:Cellulosimicrobium	OTU_2354
OTU_2366	d:Bacteria	p:Bacteroidetes	c:Bacteroidia	o:Bacteroidales	f:Bacteroidaceae	g:Bacteroides	OTU_2366
OTU_2369	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2369
OTU_2373	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	g:Rhizomicrobium	OTU_2373
OTU_2376	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_2376
OTU_2385	d:Bacteria	NA	NA	NA	NA	NA	OTU_2385
OTU_2425	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_2425
OTU_2431	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_2431
OTU_2439	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	NA	NA	OTU_2439
OTU_2441	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Corynebacteriaceae	g:Corynebacterium	OTU_2441
OTU_2449	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	NA	NA	OTU_2449
OTU_2453	NA	NA	NA	NA	NA	NA	OTU_2453
OTU_2454	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	NA	OTU_2454
OTU_2455	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	NA	NA	OTU_2455
OTU_2464	d:Bacteria	p:Acidobacteria	c:Acidobacteria_Gp1	g:Candidatus_Koribacter	NA	NA	OTU_2464
OTU_2465	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_2465
OTU_2467	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Baekduiaceae	g:Baekduia	OTU_2467
OTU_2468	d:Bacteria	p:Verrucomicrobia	c:Spartobacteria	g:Spartobacteria_genera_incertae_sedis	NA	NA	OTU_2468
OTU_2502	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_2502
OTU_2503	d:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:Tepidisphaerales	f:Tepidisphaeraceae	g:Tepidisphaera	OTU_2503
OTU_2517	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	g:Acidibacter	NA	OTU_2517
OTU_2525	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	NA	OTU_2525
OTU_2531	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Mycobacteriaceae	g:Mycobacterium	OTU_2531
OTU_2536	d:Bacteria	NA	NA	NA	NA	NA	OTU_2536
OTU_2538	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Bradyrhizobiaceae	NA	OTU_2538
OTU_2541	NA	NA	NA	NA	NA	NA	OTU_2541
OTU_2554	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Aurantimonadaceae	g:Aureimonas	OTU_2554
OTU_2569	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	NA	OTU_2569
OTU_2575	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2575
OTU_2591	d:Bacteria	p:candidate_division_WPS-1	g:WPS-1_genera_incertae_sedis	NA	NA	NA	OTU_2591
OTU_2596	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Burkholderiaceae	NA	OTU_2596
OTU_2612	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	NA	OTU_2612
OTU_2616	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_2616
OTU_2629	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2629
OTU_2630	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Rhizobiaceae	NA	OTU_2630
OTU_2635	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_2635
OTU_2650	d:Bacteria	p:Bacteroidetes	NA	NA	NA	NA	OTU_2650
OTU_2653	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	NA	OTU_2653
OTU_2658	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Pseudomonadales	f:Moraxellaceae	g:Acinetobacter	OTU_2658
OTU_2660	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_2660
OTU_2672	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_2672
OTU_2675	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Dietziaceae	g:Dietzia	OTU_2675
OTU_2688	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2688
OTU_2691	d:Bacteria	p:Actinobacteria	NA	NA	NA	NA	OTU_2691
OTU_2698	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_2698
OTU_2706	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	NA	OTU_2706
OTU_2712	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_2712
OTU_2717	NA	NA	NA	NA	NA	NA	OTU_2717
OTU_2724	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Corynebacteriaceae	g:Corynebacterium	OTU_2724
OTU_2731	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_2731
OTU_2733	d:Bacteria	NA	NA	NA	NA	NA	OTU_2733
OTU_2734	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2734
OTU_2735	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Mycobacteriales	f:Dietziaceae	g:Dietzia	OTU_2735
OTU_2736	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	g:Paracoccus	OTU_2736
OTU_2737	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	OTU_2737
OTU_2740	d:Bacteria	p:Bacteroidetes	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Puia	OTU_2740
OTU_2742	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2742
OTU_2749	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Planococcaceae	NA	OTU_2749
OTU_2771	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	NA	NA	OTU_2771
OTU_2775	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_2775
OTU_2777	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	OTU_2777
OTU_2778	NA	NA	NA	NA	NA	NA	OTU_2778
OTU_2796	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Carnobacteriaceae	g:Atopostipes	OTU_2796
OTU_2810	d:Bacteria	NA	NA	NA	NA	NA	OTU_2810
OTU_2816	NA	NA	NA	NA	NA	NA	OTU_2816
OTU_2837	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_2837
OTU_2861	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	NA	OTU_2861
OTU_2881	NA	NA	NA	NA	NA	NA	OTU_2881
OTU_2902	d:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_2902
OTU_2906	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Geodermatophilus	OTU_2906
OTU_2920	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	NA	NA	OTU_2920
OTU_2922	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Spirosoma	OTU_2922
OTU_2924	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	NA	OTU_2924
OTU_2925	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	NA	NA	NA	OTU_2925
OTU_2928	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_2928
OTU_2929	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_2929
OTU_2942	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	NA	NA	OTU_2942
OTU_3009	d:Bacteria	NA	NA	NA	NA	NA	OTU_3009
OTU_3048	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_3048
OTU_3074	NA	NA	NA	NA	NA	NA	OTU_3074
OTU_3086	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	NA	OTU_3086
OTU_3087	d:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Hymenobacteraceae	g:Hymenobacter	OTU_3087
OTU_3091	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Apilactobacillus	OTU_3091
OTU_3097	d:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Lactobacillus	OTU_3097
OTU_3098	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_3098
OTU_3139	NA	NA	NA	NA	NA	NA	OTU_3139
OTU_3146	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_3146
OTU_3172	d:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:Ktedonobacterales	NA	NA	OTU_3172
OTU_3177	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_3177
OTU_3181	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_3181
OTU_3212	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Aurantimonadaceae	NA	OTU_3212
OTU_3228	d:Bacteria	p:Candidatus_Saccharibacteria	g:Saccharibacteria_genera_incertae_sedis	NA	NA	NA	OTU_3228
OTU_3253	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_3253
OTU_3257	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	g:Paracoccus	OTU_3257
OTU_3262	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingomonas	OTU_3262
OTU_3278	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_3278
OTU_3294	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_3294
OTU_3312	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_3312
OTU_3314	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_3314
OTU_3329	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_3329
OTU_3399	d:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae_1	g:Bacillus	OTU_3399
OTU_3411	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_3411
OTU_3416	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Massilia	OTU_3416
OTU_3421	d:Bacteria	p:Actinobacteria	c:Actinobacteria	NA	NA	NA	OTU_3421
OTU_3422	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	OTU_3422
OTU_3459	d:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_3459
OTU_3463	d:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	NA	OTU_3463
OTU_3470	NA	NA	NA	NA	NA	NA	OTU_3470
OTU_3498	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidisoma	OTU_3498
OTU_3533	NA	NA	NA	NA	NA	NA	OTU_3533
OTU_3551	d:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	g:Paracoccus	OTU_3551
OTU_3591	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_3591
OTU_3622	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Enterobacterales	NA	NA	OTU_3622
OTU_3625	d:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Stenotrophomonas	OTU_3625
OTU_3674	d:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_3674
OTU_3677	d:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Pirellulales	NA	NA	OTU_3677
